ID	Frameset	Arg	Func	Descr
24275	strafe.01	ARG0	PAG	shooter
24276	strafe.01	ARG1	PPT	target
24277	straggle.01	ARG0	PPT	mover
24278	straighten.01	ARG0	PAG	cause of straightness, agent
24279	straighten.01	ARG1	PPT	thing becoming straight
24280	straighten.01	ARG2	MNR	instrument, when separate from arg0
24281	straighten_out.02	ARG0	PAG	cause of rightness, agent
24282	straighten_out.02	ARG1	PPT	wrong to right
24283	straighten_up.03	ARG0	PAG	straightener
24284	straighten_up.03	ARG1	PPT	thing made straight/neat
24285	straight.04	ARG1	PPT	thing/entity that doesn't deviate
24286	straight.05	ARG1	PAG	sexual being
24287	straight.06	ARG0	PAG	Frank
24288	straight.06	ARG1	PPT	subject matter
24289	straight.06	ARG2	GOL	listener
24290	straightforward.01	ARG0	PAG	Frank
24291	straightforward.01	ARG1	PPT	subject matter, unambiguous thing
24292	straightforward.01	ARG2	GOL	listener
24293	strain.01	ARG0	PAG	agent, entity causing damage
24294	strain.01	ARG1	PPT	patient, entity experiencing hurt/damage
24295	strain.02	ARG0	PAG	separator, filter, agent
24296	strain.02	ARG1	PPT	solids, thing removed
24297	strain.02	ARG2	DIR	liquid, source, removed-from
24298	strain.03	ARG0	PAG	Agent/Entity Trying
24299	strain.03	ARG1	PPT	thing tried
24300	strain.04	ARG1	PPT	thing hurting
24301	strain.04	ARG2	PRP	for what
24302	strand.01	ARG0	PAG	leaver, agent
24303	strand.01	ARG1	PPT	entity stranded
24304	stranding.02	ARG1	PPT	tissue that appears abnormal
24305	strange.01	ARG1	PPT	strange entity
24306	strange.01	ARG2	VSP	perceiver
24307	strangle.01	ARG0	PAG	stranger, agent
24308	strangle.01	ARG1	PPT	entity strangled
24309	strangulate.01	ARG0	PAG	strangler
24310	strangulate.01	ARG1	PPT	victim
24311	strangulate.01	ARG2	MNR	instrument
24312	strap.01	ARG0	PAG	fastener, agent
24313	strap.01	ARG1	PPT	thing strapped
24314	strap.01	ARG2	PPT	location
24315	strap.02	ARG0	PAG	agent, needer
24316	strap.02	ARG1	PPT	needed thing
24317	strap.02	ARG2	CAU	cause of need
24318	strap.03	ARG0	PAG	beater, hitter, agent
24319	strap.03	ARG1	PPT	thing strapped
24320	strategize.01	ARG0	PAG	planner
24321	strategize.01	ARG1	PPT	thing planned
24322	strategize.01	ARG2	CAU	grounds for planning
24323	strategize.01	ARG3	GOL	beneficiary
24324	stratify.01	ARG0	PAG	agent/cause of layering
24325	stratify.01	ARG1	PPT	entity divided
24326	stratify.01	ARG2	VSP	domain/aspect of arg1 being divided
24327	stray.01	ARG0	PPT	entity in motion
24328	stray.01	ARG1	DIR	source
24329	streak.01	ARG0	PPT	entity in motion
24330	stream.01	ARG0	DIR	leaking container
24331	stream.01	ARG1	PPT	substance leaked
24332	stream.02	ARG1	PAG	substance (ie, water)
24333	stream.02	ARG2	DIR	path
24334	stream.03	ARG0	PAG	agent
24335	stream.03	ARG1	PPT	data
24336	stream.03	ARG2	DIR	source of data
24337	stream.03	ARG3	GOL	end point of data
24338	streamline.01	ARG0	PAG	cause of smoothness
24339	streamline.01	ARG1	PPT	thing becoming smoother
24340	strengthen.01	ARG0	PAG	causal agent
24341	strengthen.01	ARG1	PPT	thing strengthening
24342	strengthen.01	ARG2	EXT	EXT
24343	strengthen.01	ARG3	DIR	start point
24344	strengthen.01	ARG4	GOL	end point
24345	strong.02	ARG1	PAG	stong entity
24346	strenuous.01	ARG1	PPT	thing characterized by or requiring energy
24347	stress.01	ARG0	PAG	stresser, agent
24348	stress.01	ARG1	GOL	thing stressed
24349	stress.01	ARG2	PRD	attribute
24350	stress.02	ARG0	PAG	agent/cause of stress
24351	stress.02	ARG1	PPT	entity experiencing stress
24352	stress.02	ARG2	MNR	instrument (if separate from arg0)
24353	stress.02	ARG3	VSP	subject matter of stress (stressed about/over __)
24354	stress.04	ARG0	PAG	causer of strain
24355	stress.04	ARG1	PPT	thing strained
24356	stress_out.03	ARG0	PAG	agent/cause of stress
24357	stress_out.03	ARG1	PPT	entity experiencing stress
24358	stress_out.03	ARG2	MNR	instrument (if separate from arg0)
24359	stress_out.03	ARG3	VSP	subject matter of stress (stressed out about/over __)
24360	stretch.01	ARG0	PAG	agent, entity making something be longer
24361	stretch.01	ARG1	PPT	patient, thing getting longer
24362	stretch.01	ARG2	VSP	EXT or TMP, by how much or until when
24363	stretch.01	ARG3	DIR	start point
24364	stretch.01	ARG4	GOL	end point
24365	stretch_out.02	ARG0	PAG	cause of lengthening
24366	stretch_out.02	ARG1	PPT	patient, thing getting longer
24367	strew.01	ARG0	PAG	distributor
24368	strew.01	ARG1	PPT	thing distributed
24369	strew.01	ARG2	GOL	distributed to, area
24370	strict.01	ARG0	PAG	enforcer
24371	strict.01	ARG1	PPT	rules enforced
24372	strict.01	ARG2	GOL	entity subject to the rules, enforcement
24373	stricture.01	ARG0	PAG	causal agent
24374	stricture.01	ARG1	PPT	thing becomng narrower
24375	stricture.01	ARG2	EXT	extent, amount narrowed by
24376	stricture.01	ARG3	DIR	start point
24377	stricture.01	ARG4	GOL	end point
24378	stride.01	ARG0	PAG	strider, entity in motion
24379	stride.01	ARG1	VSP	domain, field in which advances are made
24380	stridulate.01	ARG0	PAG	stridulating insect
24381	strike.01	ARG0	PAG	animate, volitional hitter
24382	strike.01	ARG1	PPT	thing hit
24383	strike.01	ARG2	GOL	instrument, non-volitional hitter
24384	strike.02	ARG0	PAG	workers
24385	strike.02	ARG1	PPT	employer
24386	strike.03	ARG0	PAG	remover
24387	strike.03	ARG1	PPT	thing removed
24388	strike.03	ARG2	DIR	source, removed from
24389	strike.04	ARG1	PAG	thing seeming
24390	strike.04	ARG2	PRD	attribute
24391	strike.04	ARG3	PPT	viewer
24392	strike.05	ARG0	PAG	Agent
24393	strike.05	ARG1	PPT	Theme(-Creation)
24394	strike.05	ARG2	MNR	Instrument
24395	strike.10	ARG0	PAG	poseur
24396	strike.10	ARG1	PPT	pose
24397	strike.11	ARG0	PAG	pitcher
24398	strike.11	ARG1	PPT	batter
24399	strike_out.06	ARG0	PAG	pitcher
24400	strike_out.06	ARG1	PPT	batter
24401	strike_out.06	ARG2	GOL	with respect to
24402	strike_out.07	ARG0	PAG	remover
24403	strike_out.07	ARG1	PPT	thing removed
24404	strike_out.07	ARG2	DIR	source, removed from
24405	strike_down.08	ARG0	PAG	agent, hitter - animate only!
24406	strike_down.08	ARG1	PPT	thing hit
24407	strike_down.08	ARG2	MNR	instrument, thing hit by or with
24408	strike_up.09	ARG0	PAG	Agent
24409	strike_up.09	ARG1	PPT	Theme(-Creation)
24410	strike_up.09	ARG2	MNR	Instrument
24411	string.01	ARG0	PAG	arranger, agent
24412	string.01	ARG1	PPT	entity stretched
24413	string_up.02	ARG0	PAG	hangman
24414	string_up.02	ARG1	PPT	entity hanged
24415	string_up.02	ARG2	MNR	body part strung up by
24416	strip.01	ARG0	PAG	remover
24417	strip.01	ARG1	PPT	thing removed
24418	strip.01	ARG2	DIR	source
24419	strip_away.02	ARG0	PAG	remover
24420	strip_away.02	ARG1	PPT	thing removed
24421	stripe.01	ARG0	PAG	outside agent/causer of stripes
24422	stripe.01	ARG1	PPT	striped thing
24423	stripe.01	ARG2	MNR	the stripes
24424	strive.01	ARG0	PAG	Agent/Entity Trying
24425	strive.01	ARG1	PPT	thing tried
24426	stroke.01	ARG0	PAG	stroker
24427	stroke.01	ARG1	GOL	surface being stroked
24428	stroke.01	ARG2	PPT	the strokes themselves (might be writing)
24429	stroke.01	ARG3	MNR	instrument
24430	stroke.02	ARG1	PPT	experiencer
24431	stroll.01	ARG0	PPT	walker, stroller
24432	stroll.01	ARG1	LOC	path
24433	strop.01	ARG0	PAG	agent
24434	strop.01	ARG1	PPT	razor
24435	structure.01	ARG0	PAG	agent, structurer
24436	structure.01	ARG1	PPT	thing structured, arranged
24437	structure.01	ARG2	PRD	how or as
24438	struggle.01	ARG0	PAG	first struggler
24439	struggle.01	ARG1	COM	second struggler
24440	struggle.01	ARG2	PPT	topic or prize
24441	struggle.02	ARG0	PAG	entity trying
24442	struggle.02	ARG1	PPT	predicative action
24443	strum.01	ARG0	PAG	strummer
24444	strum.01	ARG1	PPT	strings
24445	strum.01	ARG2	MNR	fingers, pick, or other strumming implement
24446	strut.01	ARG0	PAG	agent, rider (use only if arg1 is present)
24447	strut.01	ARG1	PPT	thing strutted, walker
24448	strut.01	ARG2	LOC	path, thing  strutted up to
24449	stub.01	ARG0	PPT	whacker
24450	stub.01	ARG1	PPT	toe
24451	stub.01	ARG2	GOL	obstacle
24452	stubborn.01	ARG1	PAG	stubborn one
24453	stubborn.01	ARG2	PPT	subject matter arg1 is stubborn about
24454	stucco.01	ARG0	PAG	Agent, person placing stucco
24455	stucco.01	ARG1	GOL	Location/entity covered with stucco
24456	stucco.01	ARG2	PPT	Stucco itself, what kind of stucco
24457	stuck.01	ARG1	PPT	captive
24458	stuck.01	ARG2	PRD	situation/location arg1 is not free of
24459	stud.01	ARG0	PAG	attacher of studs
24460	stud.01	ARG1	GOL	attached to
24461	stud.01	ARG2	PPT	studs
24462	study.01	ARG0	PAG	student
24463	study.01	ARG1	PPT	subject
24464	study.01	ARG2	DIR	teacher
24465	study_up.02	ARG0	PAG	student
24466	study_up.02	ARG1	PPT	subject
24467	stuff.01	ARG0	PAG	packer, agent
24468	stuff.01	ARG1	GOL	container
24469	stuff.01	ARG2	PPT	substance
24470	stultify.01	ARG0	PAG	causer of appearance
24471	stultify.01	ARG1	PPT	entity appearing foolish
24472	stultify.01	ARG2	MNR	instrument, fooling manner
24473	stumble.01	ARG0	PPT	agent, entity stumbling
24474	stumble.01	ARG1	LOC	stumble over
24475	stump.01	ARG0	PAG	cause
24476	stump.01	ARG1	PPT	entity stumped
24477	stump.02	ARG0	PAG	stumper
24478	stump.02	ARG1	PPT	stumped for (cause/candidate)
24479	stun.01	ARG0	PAG	surprise
24480	stun.01	ARG1	PPT	surprised
24481	stun.01	ARG2	CAU	source, instrument
24482	stunt.01	ARG0	PAG	preventer of growth, agent
24483	stunt.01	ARG1	PPT	growth
24484	stunt.02	ARG0	PAG	actor, stunt-puller
24485	stunt.02	ARG1	PRP	purpose, cause, reason for stunt
24486	stunt.02	ARG2	GOL	beneficiary (when clearly seperate from arg 1)
24487	stupefy.01	ARG0	PAG	causer of stupor
24488	stupefy.01	ARG1	PPT	stupefied entity
24489	stupefy.01	ARG2	MNR	instrument, if separate from cause
24490	stupid.01	ARG1	PAG	thing that is stupid (might require concatenation- see exs)
24491	stutter.01	ARG0	PAG	agent, stutterer
24492	stutter.01	ARG1	PPT	stuttered about, utterance, topic
24493	stutter.01	ARG2	GOL	stuttered to, recipient
24494	style.01	ARG0	PAG	stylist
24495	style.01	ARG1	VSP	thing being styled (hair, etc)
24496	style.01	ARG2	PRD	style, attribute
24497	stymie.01	ARG0	PAG	blocker, agent
24498	stymie.01	ARG1	PPT	stymied entity/action
24499	subcapsular.01	ARG1	PPT	thing within
24500	subclone.01	ARG0	PAG	intentional agent of subcloning (e.g. scientist)
24501	subclone.01	ARG1	PPT	cloned entity
24502	subclone.01	ARG2	DIR	source, parent vector
24503	subclone.01	ARG3	GOL	destination vector
24504	subcontract.01	ARG0	PAG	employer, entity with big job
24505	subcontract.01	ARG1	PPT	(part of) job
24506	subcontract.01	ARG2	GOL	subcontractor
24507	subcutaneous.01	ARG1	PPT	entity under the skin
24508	subcutaneous.01	ARG2	PPT	in relation to
24509	subdivide.01	ARG0	PAG	entity causing separation
24510	subdivide.01	ARG1	PPT	thing being divided, again
24511	subdivide.01	ARG2	GOL	divided among/between, if separate from arg1
24512	subdivide.01	ARG3	VSP	specific aspect of arg1 being used as criteria for subdivision
24513	subdivide.01	ARG4	PRD	divided into what?  Smaller parcel, resulting state of arg 1
24514	subduct.01	ARG0	PAG	pusher
24515	subduct.01	ARG1	PPT	pushed
24516	subduct.01	ARG2	GOL	underneath what
24517	subdue.01	ARG0	PAG	defeater, victor, agent
24518	subdue.01	ARG1	PPT	entity subdued
24519	subjacent.01	ARG1	PAG	thing lying below
24520	subjacent.01	ARG2	PPT	below what
24521	subject.01	ARG0	PAG	causer
24522	subject.01	ARG1	PPT	induced experiencer
24523	subject.01	ARG2	PPT	procedure
24524	subject.02	ARG1	PPT	likely undergoer
24525	subject.02	ARG2	PPT	thing often undergone
24526	subjective.03	ARG1	PPT	subjective entity
24527	subjective.03	ARG2	PAG	perceiver
24528	subjugate.01	ARG0	PAG	subjugator
24529	subjugate.01	ARG1	PPT	subjugated
24530	subjugate.01	ARG2	MNR	instrument
24531	sublet.01	ARG0	PAG	original renter, agent
24532	sublet.01	ARG1	PPT	property
24533	sublet.01	ARG2	GOL	new renter
24534	sublimate.01	ARG0	PAG	agent, cause of sublimation
24535	sublimate.01	ARG1	PPT	entity undergoing change, sublimation
24536	sublimate.01	ARG2	MNR	instrument
24537	sublimate.01	ARG3	VSP	starting state of arg 1
24538	sublimate.01	ARG4	PRD	final state of arg 1, result after sublimation
24539	sublimation.02	ARG0	PAG	cause
24540	sublimation.02	ARG1	PPT	substance transitioning
24541	sublimation.02	ARG2	DIR	start state
24542	sublimation.02	ARG3	GOL	end state
24543	sublingual.01	ARG1	PPT	thing under the tongue
24544	sublux.01	ARG0	PAG	Agent
24545	sublux.01	ARG1	PPT	Thing dislocated/subluxed
24546	submerge.01	ARG0	PAG	placer, causer of underwater-ness
24547	submerge.01	ARG1	PPT	thing being put under water
24548	submerge.01	ARG2	LOC	location or fluid
24549	submit.01	ARG0	PAG	giver
24550	submit.01	ARG1	PPT	given
24551	submit.01	ARG2	GOL	given-to
24552	submit.01	ARG3	PRP	purpose
24553	submit.02	ARG0	PAG	submissive entity
24554	submit.02	ARG1	PPT	given: explicit mention of will, or similar
24555	submit.02	ARG2	GOL	dominant entity submitted to
24556	suboptimal.01	ARG1	PPT	thing that is less than ideal
24557	suboptimal.01	ARG2	GOL	situation/entity requiring/benefitting from optimal arg1
24558	subordinate.01	ARG0	PAG	cause
24559	subordinate.01	ARG1	PPT	subordinate thing
24560	subordinate.01	ARG2	MNR	superordinate thing
24561	suborn.01	ARG0	PAG	inciter
24562	suborn.01	ARG1	PRD	crime
24563	suborn.01	ARG2	PPT	committer of crime
24564	suborn.02	ARG0	PAG	obtainer of testimony
24565	suborn.02	ARG1	PPT	testimony
24566	suborn.02	ARG2	DIR	one giving testimony
24567	subpleural.01	ARG1	PPT	entity under the pleural membrane
24568	subpoena.01	ARG0	PAG	summoner, agent
24569	subpoena.01	ARG1	PPT	entity subpoenaed
24570	subsample.01	ARG0	CAU	sample-taker
24571	subsample.01	ARG1	PPT	thing subsampled
24572	subsample.01	ARG2	VSP	new size/measurement of the new sample
24573	subsaturation.01	ARG0	PAG	agent/causer
24574	subsaturation.01	ARG1	GOL	location, thing saturated
24575	subsaturation.01	ARG2	PPT	liquid
24576	subscribe.01	ARG0	PAG	subscriber
24577	subscribe.01	ARG1	PPT	magazine or belief system
24578	subscribe.02	ARG0	PAG	contributor
24579	subscribe.02	ARG1	PPT	thing contributed
24580	subsegmentectomy.01	ARG0	PAG	remover
24581	subsegmentectomy.01	ARG1	PPT	removed
24582	subsegmentectomy.01	ARG2	SRC	removed from (location, source)
24583	subsegmentectomy.01	ARG3	SRC	more specific source, if in addition to ARG2
24584	subselect.01	ARG0	PAG	selector
24585	subselect.01	ARG1	PPT	entity selected
24586	subselect.01	ARG2	DIR	selected from, set
24587	subselect.01	ARG3	PRD	attribute, selected for/as
24588	subservient.01	ARG0	PAG	subservient one
24589	subservient.01	ARG1	PPT	master
24590	subservient.01	ARG2	VSP	domain of servitude
24591	subside.01	ARG1	PPT	entity decreasing
24592	subside.01	ARG2	EXT	decreasing to
24593	subside.02	ARG0	PAG	causer of ground sinking
24594	subside.02	ARG1	PPT	the ground
24595	subsidize.01	ARG0	PAG	assister, agent
24596	subsidize.01	ARG1	PPT	entity subsidized
24597	subsist.01	ARG0	PAG	entity subsisting, agent
24598	subsist.01	ARG1	PPT	subsisting on what, food
24599	substantiate.01	ARG0	PAG	prover
24600	substantiate.01	ARG1	PPT	justified
24601	substantial.02	ARG1	PPT	thing having great substance
24602	substantial.02	ARG2	VSP	specific aspect of arg1 that is substantial, if in addition to arg1
24603	substitute.01	ARG0	PAG	agent, entity trading
24604	substitute.01	ARG1	PPT	thing being preferred, new thing
24605	substitute.01	ARG2	PPT	other item in exchange, old thing
24606	substitute.01	ARG3	GOL	benefactive
24607	subsume.01	ARG1	PPT	thing included
24608	subsume.01	ARG2	GOL	included in, subsumed by
24609	subtherapeutic.01	ARG1	PPT	suboptimal thing, thing being measured
24610	subtherapeutic.01	ARG2	VSP	measurement, level at wich arg1 is subtherapeutic
24611	subtitle.01	ARG0	PAG	translator (rare)
24612	subtitle.01	ARG1	PPT	movie, etc
24613	subtitle.01	ARG2	PRD	target language
24614	subtitle.02	ARG0	PAG	author (rare)
24615	subtitle.02	ARG1	PPT	magnum opus
24616	subtitle.02	ARG2	PRD	secondary title
24617	subtle.01	ARG0	PAG	subtle entity/action
24618	subtle.01	ARG1	PPT	about what
24619	subtract.01	ARG0	PAG	subtracter
24620	subtract.01	ARG1	PPT	thing being subtracted
24621	subtract.01	ARG2	DIR	thing being subtracted from
24622	subtype.01	ARG0	PAG	categorizer
24623	subtype.01	ARG1	PPT	thing categorized
24624	subtype.01	ARG2	PRD	the subtype
24625	subtype.01	ARG3	VSP	the broader category
24626	subvert.01	ARG0	PAG	corrupter, agent
24627	subvert.01	ARG1	PPT	entity subverted
24628	subvert.01	ARG2	DIR	entity subverted from
24629	succeed.01	ARG0	PAG	entity succeeding
24630	succeed.01	ARG1	PPT	task, goal met
24631	succeed.02	ARG0	PAG	successor
24632	succeed.02	ARG1	PPT	entity being replaced
24633	succeed.02	ARG2	PRD	attributive, role, function
24634	succeed.03	ARG1	PPT	thing coming after
24635	succeed.03	ARG2	PPT	thing going before
24636	succinct.01	ARG0	PAG	entity giving a clear, concise account
24637	succinct.01	ARG1	PPT	the clear and concise account
24638	succor.01	ARG0	PAG	agent, helper, succorer
24639	succor.01	ARG1	GOL	benefactive, succored
24640	succor.01	ARG2	PPT	helped with what, theme
24641	succumb.01	ARG0	PAG	entity giving in
24642	succumb.01	ARG1	PPT	succumbed to
24643	suck.01	ARG0	PAG	agent, causer
24644	suck.01	ARG1	PPT	entity sucked
24645	suck.01	ARG2	DIR	source, entity that arg1 is sucked from
24646	suck.03	ARG0	PAG	untalented/unfavorable entity
24647	suck.03	ARG1	PPT	non-talent
24648	suck_up.02	ARG0	PAG	one who must endure the situation
24649	suck_up.02	ARG1	PPT	thing sucked up
24650	suck_up.04	ARG0	PAG	brown noser
24651	suck_up.04	ARG1	PPT	entity sucked up to
24652	suction.05	ARG0	PAG	suctioner, agent
24653	suction.05	ARG1	PPT	thing suctioned, theme
24654	suction.05	ARG2	DIR	suctioned from, source
24655	suckle.01	ARG0	PAG	agent, one giving suckle
24656	suckle.01	ARG1	PPT	thing given (milk, etc.)
24657	suckle.01	ARG2	GOL	recipient, thing suckling
24658	suddenness.01	ARG1	PPT	thing occurring abruptly (may require concatenation)
24659	suffer.01	ARG0	PPT	entity suffering
24660	suffer.01	ARG1	PAG	malady
24661	suffice.01	ARG0	PAG	sufficient thing
24662	suffice.01	ARG1	PPT	Entity satisfied by arg 0
24663	suffocate.01	ARG0	PAG	cause of not-breathing
24664	suffocate.01	ARG1	PPT	entity not breathing
24665	suffocate.01	ARG2	MNR	instrument, if cause also present as arg0
24666	suffuse.01	ARG0	PAG	a lot of what
24667	suffuse.01	ARG1	PPT	thing with a lot
24668	sugar.01	ARG0	PAG	causer of sweetening
24669	sugar.01	ARG1	PPT	entity sweetened
24670	sugarcoat.01	ARG0	PAG	coater, agent
24671	sugarcoat.01	ARG1	PPT	thing now candy-coated
24672	sugarcoat.01	ARG2	MNR	sugar itself, coating usually unspecified or metaphorical
24673	suggest.01	ARG0	PAG	Sayer
24674	suggest.01	ARG1	PPT	Utterance (suggestion)
24675	suggest.01	ARG2	GOL	Hearer
24676	suggest.02	ARG0	PAG	sexually suggestive entity
24677	suggest.02	ARG1	PPT	explicit mention of sexual suggestion
24678	suggest.02	ARG2	GOL	suggested to; observer
24679	suicidal.01	ARG0	CAU	stimulus
24680	suicidal.01	ARG1	PPT	suicidal entity
24681	suicide.02	ARG0	CAU	stimulus
24682	suicide.02	ARG1	PPT	entity taking own life
24683	suit.01	ARG0	PAG	agent
24684	suit.01	ARG1	PPT	suitable thing
24685	suit.01	ARG2	GOL	suitable to/for
24686	sue.02	ARG0	PAG	prosecutor/plaintif
24687	sue.02	ARG1	PPT	defendant
24688	sue.02	ARG2	VSP	type/grounds/accusation
24689	sue.02	ARG3	PRP	intended prize
24690	suit_up.03	ARG0	PAG	person suiting up
24691	suitable.04	ARG1	PPT	suitable thing
24692	suitable.04	ARG2	PRP	suitable for what/whom?
24693	sulfurize.01	ARG0	PAG	Agent, cause of treatment
24694	sulfurize.01	ARG1	PPT	entity now sulfurized
24695	sulk.01	ARG0	PAG	Moper
24696	sulk.01	ARG1	PPT	About what?
24697	sully.01	ARG0	PAG	cause/source of defilement
24698	sully.01	ARG1	GOL	thing becoming defiled
24699	sully.01	ARG2	PPT	instrument if separate from ARG 0
24700	sulphur.01	ARG0	PAG	causer of sulphuring, agent
24701	sulphur.01	ARG1	PPT	sulphur proper, theme
24702	sulphur.01	ARG2	GOL	thing sulphured, destination
24703	sum_up.01	ARG0	PAG	summarizer
24704	sum_up.01	ARG1	PPT	thing summarized
24705	sum_up.01	ARG2	PRD	as, if syntactically neat
24706	sum.02	ARG0	PAG	agent
24707	sum.02	ARG1	PPT	first thing added or all things
24708	sum.02	ARG2	PPT	combined with
24709	sum.02	ARG3	PRD	cummulative result
24710	summarize.01	ARG0	PAG	editor, summarizer, agent
24711	summarize.01	ARG1	PPT	thing summarized
24712	summarize.01	ARG2	PRD	summary
24713	summer.01	ARG0	PPT	summer vacationer(s)
24714	summer.01	ARG1	LOC	location of summer vacation
24715	summit.01	ARG0	PAG	one party
24716	summit.01	ARG1	PPT	reason to meet
24717	summit.01	ARG2	COM	other party
24718	summit.02	ARG0	PAG	mountain climber
24719	summit.02	ARG1	PPT	mountain
24720	summon.01	ARG0	PAG	inviter
24721	summon.01	ARG1	PPT	invited
24722	summon.01	ARG2	LOC	invited-to
24723	summon_forth.02	ARG0	PAG	causer
24724	summon_forth.02	ARG1	PPT	thing appearing
